ego2exo_val_f1,ego2exo_val_map10,epoch,exo2ego_val_f1,exo2ego_val_map10,regular_f1,regular_map10,step,train_loss_epoch,train_loss_step,train_score,train_tau,val_score,val_tau
,,105,,,,,3151,,0.0863301083445549,,,,
,,105,,,,,3155,,0.0688847005367279,,,,
,,105,,,,,3159,,0.07706719636917114,,,,
,,105,,,,,3163,,0.08471930027008057,,,,
,,105,,,,,3167,,0.07530093193054199,,,,
,,105,,,,,3171,,0.06300446391105652,,,,
,,105,,,,,3175,,0.06946945190429688,,,,
,,105,,,,,3179,,0.0710969939827919,,,,
,,105,,,,,3179,0.07365285605192184,,,,,
,,106,,,,,3183,,0.06900529563426971,,,,
,,106,,,,,3187,,0.08059193193912506,,,,
,,106,,,,,3191,,0.07607924938201904,,,,
,,106,,,,,3195,,0.10128394514322281,,,,
,,106,,,,,3199,,0.07577095925807953,,,,
,,106,,,,,3203,,0.07336446642875671,,,,
,,106,,,,,3207,,0.0768461599946022,,,,
,,106,,,,,3209,0.07511226087808609,,,,,
,,107,,,,,3211,,0.06834704428911209,,,,
,,107,,,,,3215,,0.06866826117038727,,,,
,,107,,,,,3219,,0.07485292851924896,,,,
,,107,,,,,3223,,0.07818689942359924,,,,
,,107,,,,,3227,,0.07636211067438126,,,,
,,107,,,,,3231,,0.062463659793138504,,,,
,,107,,,,,3235,,0.07696370780467987,,,,
,,107,,,,,3239,,0.06856802105903625,,,,
,,107,,,,,3239,0.07340952008962631,,,,,
,,108,,,,,3243,,0.07407274842262268,,,,
,,108,,,,,3247,,0.08062393218278885,,,,
,,108,,,,,3251,,0.06908880919218063,,,,
,,108,,,,,3255,,0.06349778920412064,,,,
,,108,,,,,3259,,0.07938195765018463,,,,
,,108,,,,,3263,,0.07497277110815048,,,,
,,108,,,,,3267,,0.08300767093896866,,,,
,,108,,,,,3269,0.07339589297771454,,,,,
,,109,,,,,3271,,0.08097508549690247,,,,
,,109,,,,,3275,,0.06759478151798248,,,,
,,109,,,,,3279,,0.06489243358373642,,,,
,,109,,,,,3283,,0.06546985357999802,,,,
,,109,,,,,3287,,0.07574570178985596,,,,
,,109,,,,,3291,,0.08060157299041748,,,,
,,109,,,,,3295,,0.06813229620456696,,,,
,,109,,,,,3299,,0.06757903844118118,,,,
0.6981863975524902,0.7597348690032959,109,0.70746910572052,0.7152595520019531,0.7101476192474365,0.6535633206367493,3299,,,0.9718138575553894,0.9904497861862183,0.7564298510551453,0.9888729453086853
,,109,,,,,3299,0.07291513681411743,,,,,
,,110,,,,,3303,,0.07865487039089203,,,,
,,110,,,,,3307,,0.07542838901281357,,,,
,,110,,,,,3311,,0.06397081166505814,,,,
,,110,,,,,3315,,0.06855455785989761,,,,
,,110,,,,,3319,,0.07220125198364258,,,,
,,110,,,,,3323,,0.08011600375175476,,,,
,,110,,,,,3327,,0.07547995448112488,,,,
,,110,,,,,3329,0.07126664370298386,,,,,
,,111,,,,,3331,,0.07403797656297684,,,,
,,111,,,,,3335,,0.07675375789403915,,,,
,,111,,,,,3339,,0.0817447155714035,,,,
,,111,,,,,3343,,0.07029008865356445,,,,
,,111,,,,,3347,,0.07362626492977142,,,,
,,111,,,,,3351,,0.08162086457014084,,,,
,,111,,,,,3355,,0.06959738582372665,,,,
,,111,,,,,3359,,0.08693332225084305,,,,
,,111,,,,,3359,0.073832206428051,,,,,
,,112,,,,,3363,,0.0749807357788086,,,,
,,112,,,,,3367,,0.07668851315975189,,,,
,,112,,,,,3371,,0.06863652914762497,,,,
,,112,,,,,3375,,0.07792849838733673,,,,
,,112,,,,,3379,,0.08095796406269073,,,,
,,112,,,,,3383,,0.07357068359851837,,,,
,,112,,,,,3387,,0.059450648725032806,,,,
,,112,,,,,3389,0.07418698817491531,,,,,
,,113,,,,,3391,,0.062461674213409424,,,,
,,113,,,,,3395,,0.06845330446958542,,,,
,,113,,,,,3399,,0.08111153542995453,,,,
,,113,,,,,3403,,0.06421954929828644,,,,
,,113,,,,,3407,,0.09091578423976898,,,,
,,113,,,,,3411,,0.07224839925765991,,,,
,,113,,,,,3415,,0.07343870401382446,,,,
,,113,,,,,3419,,0.07227351516485214,,,,
,,113,,,,,3419,0.0710158497095108,,,,,
,,114,,,,,3423,,0.07244149595499039,,,,
,,114,,,,,3427,,0.062411434948444366,,,,
,,114,,,,,3431,,0.0700017660856247,,,,
,,114,,,,,3435,,0.06858400255441666,,,,
,,114,,,,,3439,,0.07320493459701538,,,,
,,114,,,,,3443,,0.07264689356088638,,,,
,,114,,,,,3447,,0.06690172851085663,,,,
,,114,,,,,3449,0.06970064342021942,,,,,
,,115,,,,,3451,,0.06481152027845383,,,,
,,115,,,,,3455,,0.07872528582811356,,,,
,,115,,,,,3459,,0.0628402829170227,,,,
,,115,,,,,3463,,0.06830860674381256,,,,
,,115,,,,,3467,,0.06764113157987595,,,,
,,115,,,,,3471,,0.07832846790552139,,,,
,,115,,,,,3475,,0.06911175698041916,,,,
,,115,,,,,3479,,0.07732896506786346,,,,
,,115,,,,,3479,0.07058311998844147,,,,,
,,116,,,,,3483,,0.0667940005660057,,,,
,,116,,,,,3487,,0.06971871107816696,,,,
,,116,,,,,3491,,0.0750138908624649,,,,
,,116,,,,,3495,,0.07187259197235107,,,,
,,116,,,,,3499,,0.06253381073474884,,,,
,,116,,,,,3503,,0.07240265607833862,,,,
,,116,,,,,3507,,0.06784680485725403,,,,
,,116,,,,,3509,0.06878512352705002,,,,,
,,117,,,,,3511,,0.06952328979969025,,,,
,,117,,,,,3515,,0.08218672126531601,,,,
,,117,,,,,3519,,0.06916971504688263,,,,
,,117,,,,,3523,,0.0722104161977768,,,,
,,117,,,,,3527,,0.07291736453771591,,,,
,,117,,,,,3531,,0.0811774879693985,,,,
,,117,,,,,3535,,0.07120443880558014,,,,
,,117,,,,,3539,,0.05605883151292801,,,,
,,117,,,,,3539,0.07140299677848816,,,,,
,,118,,,,,3543,,0.07428429275751114,,,,
,,118,,,,,3547,,0.06629864871501923,,,,
,,118,,,,,3551,,0.07745432108640671,,,,
,,118,,,,,3555,,0.07521570473909378,,,,
,,118,,,,,3559,,0.0696420967578888,,,,
,,118,,,,,3563,,0.06218269467353821,,,,
,,118,,,,,3567,,0.06686462461948395,,,,
,,118,,,,,3569,0.06805059313774109,,,,,
,,119,,,,,3571,,0.0729263573884964,,,,
,,119,,,,,3575,,0.09006477892398834,,,,
,,119,,,,,3579,,0.07075992971658707,,,,
,,119,,,,,3583,,0.07298846542835236,,,,
,,119,,,,,3587,,0.07742425799369812,,,,
,,119,,,,,3591,,0.06014150381088257,,,,
,,119,,,,,3595,,0.07118652760982513,,,,
,,119,,,,,3599,,0.06400950998067856,,,,
0.6979986429214478,0.7526497840881348,119,0.7053315043449402,0.7205077409744263,0.7095739841461182,0.6526507139205933,3599,,,0.9716110229492188,0.9890329837799072,0.7582027316093445,0.9834120869636536
,,119,,,,,3599,0.06891912966966629,,,,,
,,120,,,,,3603,,0.06315931677818298,,,,
,,120,,,,,3607,,0.0741104781627655,,,,
,,120,,,,,3611,,0.06609399616718292,,,,
,,120,,,,,3615,,0.07400816679000854,,,,
,,120,,,,,3619,,0.07120935618877411,,,,
,,120,,,,,3623,,0.06335511803627014,,,,
,,120,,,,,3627,,0.06813805550336838,,,,
,,120,,,,,3629,0.07006800919771194,,,,,
,,121,,,,,3631,,0.07241342961788177,,,,
,,121,,,,,3635,,0.07449623942375183,,,,
,,121,,,,,3639,,0.0697377398610115,,,,
,,121,,,,,3643,,0.06320386379957199,,,,
,,121,,,,,3647,,0.06646350771188736,,,,
,,121,,,,,3651,,0.06643176823854446,,,,
,,121,,,,,3655,,0.07110003381967545,,,,
,,121,,,,,3659,,0.07348605245351791,,,,
,,121,,,,,3659,0.06945846229791641,,,,,
,,122,,,,,3663,,0.0666012242436409,,,,
,,122,,,,,3667,,0.06826721131801605,,,,
,,122,,,,,3671,,0.07440454512834549,,,,
,,122,,,,,3675,,0.0713338553905487,,,,
,,122,,,,,3679,,0.07070328295230865,,,,
,,122,,,,,3683,,0.0720253586769104,,,,
,,122,,,,,3687,,0.07028001546859741,,,,
,,122,,,,,3689,0.07026045024394989,,,,,
,,123,,,,,3691,,0.0707302987575531,,,,
,,123,,,,,3695,,0.07292979955673218,,,,
,,123,,,,,3699,,0.07018330693244934,,,,
,,123,,,,,3703,,0.06784122437238693,,,,
,,123,,,,,3707,,0.06592879444360733,,,,
,,123,,,,,3711,,0.07370468974113464,,,,
,,123,,,,,3715,,0.06598447263240814,,,,
,,123,,,,,3719,,0.06913518160581589,,,,
,,123,,,,,3719,0.06999188661575317,,,,,
,,124,,,,,3723,,0.06407223641872406,,,,
,,124,,,,,3727,,0.06357110291719437,,,,
,,124,,,,,3731,,0.06866247951984406,,,,
,,124,,,,,3735,,0.07723436504602432,,,,
,,124,,,,,3739,,0.06401433050632477,,,,
,,124,,,,,3743,,0.06525055319070816,,,,
,,124,,,,,3747,,0.06846152245998383,,,,
,,124,,,,,3749,0.06851912289857864,,,,,
,,125,,,,,3751,,0.06970496475696564,,,,
,,125,,,,,3755,,0.0708271712064743,,,,
,,125,,,,,3759,,0.06905302405357361,,,,
,,125,,,,,3763,,0.07006163150072098,,,,
,,125,,,,,3767,,0.06410159170627594,,,,
,,125,,,,,3771,,0.07036919891834259,,,,
,,125,,,,,3775,,0.07378366589546204,,,,
,,125,,,,,3779,,0.06545992940664291,,,,
,,125,,,,,3779,0.06878761202096939,,,,,
,,126,,,,,3783,,0.07194599509239197,,,,
,,126,,,,,3787,,0.059729233384132385,,,,
,,126,,,,,3791,,0.0847851037979126,,,,
,,126,,,,,3795,,0.06781966984272003,,,,
,,126,,,,,3799,,0.060620568692684174,,,,
,,126,,,,,3803,,0.06280957162380219,,,,
,,126,,,,,3807,,0.06575693190097809,,,,
,,126,,,,,3809,0.06850268691778183,,,,,
,,127,,,,,3811,,0.07351414859294891,,,,
,,127,,,,,3815,,0.06300799548625946,,,,
,,127,,,,,3819,,0.06363296508789062,,,,
,,127,,,,,3823,,0.06216422840952873,,,,
,,127,,,,,3827,,0.07422727346420288,,,,
,,127,,,,,3831,,0.06919032335281372,,,,
,,127,,,,,3835,,0.06603740900754929,,,,
,,127,,,,,3839,,0.06161072850227356,,,,
,,127,,,,,3839,0.06717874854803085,,,,,
,,128,,,,,3843,,0.06624691188335419,,,,
,,128,,,,,3847,,0.061074595898389816,,,,
,,128,,,,,3851,,0.0793178454041481,,,,
,,128,,,,,3855,,0.06177005171775818,,,,
,,128,,,,,3859,,0.0748540535569191,,,,
,,128,,,,,3863,,0.0626760795712471,,,,
,,128,,,,,3867,,0.07198598235845566,,,,
,,128,,,,,3869,0.0667116716504097,,,,,
,,129,,,,,3871,,0.06677410751581192,,,,
,,129,,,,,3875,,0.0698525458574295,,,,
,,129,,,,,3879,,0.06721058487892151,,,,
,,129,,,,,3883,,0.07681280374526978,,,,
,,129,,,,,3887,,0.06815493106842041,,,,
,,129,,,,,3891,,0.08040866255760193,,,,
,,129,,,,,3895,,0.06752251088619232,,,,
,,129,,,,,3899,,0.07761581987142563,,,,
0.6979986429214478,0.7560304999351501,129,0.7014793753623962,0.7248213887214661,0.7095480561256409,0.654695451259613,3899,,,0.9713717699050903,0.9863961338996887,0.7577987909317017,0.9735891819000244
,,129,,,,,3899,0.069462850689888,,,,,
,,130,,,,,3903,,0.07846157252788544,,,,
,,130,,,,,3907,,0.07223117351531982,,,,
,,130,,,,,3911,,0.06948535144329071,,,,
,,130,,,,,3915,,0.06294891238212585,,,,
,,130,,,,,3919,,0.07746846973896027,,,,
,,130,,,,,3923,,0.05986717343330383,,,,
,,130,,,,,3927,,0.06789745390415192,,,,
,,130,,,,,3929,0.07019567489624023,,,,,
,,131,,,,,3931,,0.06533835828304291,,,,
,,131,,,,,3935,,0.07232016324996948,,,,
,,131,,,,,3939,,0.06453041732311249,,,,
,,131,,,,,3943,,0.06612563878297806,,,,
,,131,,,,,3947,,0.06912459433078766,,,,
,,131,,,,,3951,,0.06727059930562973,,,,
,,131,,,,,3955,,0.07181447744369507,,,,
,,131,,,,,3959,,0.06460780650377274,,,,
,,131,,,,,3959,0.06597856432199478,,,,,
,,132,,,,,3963,,0.06571535021066666,,,,
,,132,,,,,3967,,0.06226203218102455,,,,
,,132,,,,,3971,,0.06144587695598602,,,,
,,132,,,,,3975,,0.06026330590248108,,,,
,,132,,,,,3979,,0.06813293695449829,,,,
,,132,,,,,3983,,0.06593890488147736,,,,
,,132,,,,,3987,,0.06697572022676468,,,,
,,132,,,,,3989,0.06455713510513306,,,,,
,,133,,,,,3991,,0.06295639276504517,,,,
,,133,,,,,3995,,0.05934535712003708,,,,
,,133,,,,,3999,,0.07415805011987686,,,,
,,133,,,,,4003,,0.07101305574178696,,,,
,,133,,,,,4007,,0.07758530974388123,,,,
,,133,,,,,4011,,0.06331899017095566,,,,
,,133,,,,,4015,,0.0739583745598793,,,,
,,133,,,,,4019,,0.06796851009130478,,,,
,,133,,,,,4019,0.0668894499540329,,,,,
,,134,,,,,4023,,0.06327910721302032,,,,
,,134,,,,,4027,,0.0706874206662178,,,,
,,134,,,,,4031,,0.06289553642272949,,,,
,,134,,,,,4035,,0.0641355887055397,,,,
,,134,,,,,4039,,0.0728498250246048,,,,
,,134,,,,,4043,,0.06734628230333328,,,,
,,134,,,,,4047,,0.06718756258487701,,,,
,,134,,,,,4049,0.06646308302879333,,,,,
,,135,,,,,4051,,0.06271179765462875,,,,
,,135,,,,,4055,,0.07214225083589554,,,,
,,135,,,,,4059,,0.061837635934352875,,,,
,,135,,,,,4063,,0.06304533779621124,,,,
,,135,,,,,4067,,0.06779707968235016,,,,
,,135,,,,,4071,,0.05787739157676697,,,,
,,135,,,,,4075,,0.06554964184761047,,,,
,,135,,,,,4079,,0.07217341661453247,,,,
,,135,,,,,4079,0.06521950662136078,,,,,
,,136,,,,,4083,,0.06546750664710999,,,,
,,136,,,,,4087,,0.07523056864738464,,,,
,,136,,,,,4091,,0.07338565587997437,,,,
,,136,,,,,4095,,0.06467544287443161,,,,
,,136,,,,,4099,,0.06406888365745544,,,,
,,136,,,,,4103,,0.057955335825681686,,,,
,,136,,,,,4107,,0.07405074685811996,,,,
,,136,,,,,4109,0.06566434353590012,,,,,
,,137,,,,,4111,,0.06463119387626648,,,,
,,137,,,,,4115,,0.06466542184352875,,,,
,,137,,,,,4119,,0.06293169409036636,,,,
,,137,,,,,4123,,0.06833600252866745,,,,
,,137,,,,,4127,,0.06656040251255035,,,,
,,137,,,,,4131,,0.06859002262353897,,,,
,,137,,,,,4135,,0.060840681195259094,,,,
,,137,,,,,4139,,0.07389677315950394,,,,
,,137,,,,,4139,0.06616708636283875,,,,,
,,138,,,,,4143,,0.06717769056558609,,,,
,,138,,,,,4147,,0.06352022290229797,,,,
,,138,,,,,4151,,0.05473925173282623,,,,
,,138,,,,,4155,,0.06215156987309456,,,,
,,138,,,,,4159,,0.061194587498903275,,,,
,,138,,,,,4163,,0.069217249751091,,,,
,,138,,,,,4167,,0.06737600266933441,,,,
,,138,,,,,4169,0.06681889295578003,,,,,
,,139,,,,,4171,,0.06193801760673523,,,,
,,139,,,,,4175,,0.05565547198057175,,,,
,,139,,,,,4179,,0.06157844513654709,,,,
,,139,,,,,4183,,0.060714829713106155,,,,
,,139,,,,,4187,,0.06634063273668289,,,,
,,139,,,,,4191,,0.06986500322818756,,,,
,,139,,,,,4195,,0.059398163110017776,,,,
,,139,,,,,4199,,0.060019757598638535,,,,
0.6967098116874695,0.7609843015670776,139,0.6993417143821716,0.7240683436393738,0.7095480561256409,0.6565766334533691,4199,,,0.9710633158683777,0.9830396771430969,0.7566068172454834,0.9682860374450684
,,139,,,,,4199,0.06466519087553024,,,,,
,,140,,,,,4203,,0.06572038680315018,,,,
,,140,,,,,4207,,0.05664447695016861,,,,
,,140,,,,,4211,,0.07235569506883621,,,,
,,140,,,,,4215,,0.059767961502075195,,,,
,,140,,,,,4219,,0.07130535691976547,,,,
,,140,,,,,4223,,0.08214987069368362,,,,
,,140,,,,,4227,,0.07448522746562958,,,,
,,140,,,,,4229,0.06544395536184311,,,,,
,,141,,,,,4231,,0.059423334896564484,,,,
,,141,,,,,4235,,0.061353277415037155,,,,
,,141,,,,,4239,,0.07018405199050903,,,,
,,141,,,,,4243,,0.06167588382959366,,,,
,,141,,,,,4247,,0.06187110394239426,,,,
,,141,,,,,4251,,0.06449125707149506,,,,
,,141,,,,,4255,,0.05968831852078438,,,,
,,141,,,,,4259,,0.059513695538043976,,,,
,,141,,,,,4259,0.06458328664302826,,,,,
,,142,,,,,4263,,0.06160368770360947,,,,
,,142,,,,,4267,,0.0797586590051651,,,,
,,142,,,,,4271,,0.06205768138170242,,,,
,,142,,,,,4275,,0.06828925013542175,,,,
,,142,,,,,4279,,0.05783017724752426,,,,
,,142,,,,,4283,,0.07293304055929184,,,,
,,142,,,,,4287,,0.0687694400548935,,,,
,,142,,,,,4289,0.06604833155870438,,,,,
,,143,,,,,4291,,0.07302285730838776,,,,
,,143,,,,,4295,,0.07221144437789917,,,,
,,143,,,,,4299,,0.06994153559207916,,,,
,,143,,,,,4303,,0.05999503657221794,,,,
,,143,,,,,4307,,0.06581927835941315,,,,
,,143,,,,,4311,,0.06672081351280212,,,,
,,143,,,,,4315,,0.07103173434734344,,,,
,,143,,,,,4319,,0.05292735993862152,,,,
,,143,,,,,4319,0.06688206642866135,,,,,
,,144,,,,,4323,,0.06674475222826004,,,,
,,144,,,,,4327,,0.06305791437625885,,,,
,,144,,,,,4331,,0.07051976770162582,,,,
,,144,,,,,4335,,0.06513343751430511,,,,
,,144,,,,,4339,,0.06095656752586365,,,,
,,144,,,,,4343,,0.05464964359998703,,,,
,,144,,,,,4347,,0.06182451918721199,,,,
,,144,,,,,4349,0.0651809498667717,,,,,
,,145,,,,,4351,,0.05606469511985779,,,,
,,145,,,,,4355,,0.0575130432844162,,,,
,,145,,,,,4359,,0.06096813082695007,,,,
,,145,,,,,4363,,0.07615309208631516,,,,
,,145,,,,,4367,,0.06715746968984604,,,,
,,145,,,,,4371,,0.05535745620727539,,,,
,,145,,,,,4375,,0.06068729981780052,,,,
,,145,,,,,4379,,0.05573435127735138,,,,
,,145,,,,,4379,0.06257732212543488,,,,,
,,146,,,,,4383,,0.06833352148532867,,,,
,,146,,,,,4387,,0.061516642570495605,,,,
,,146,,,,,4391,,0.05955928936600685,,,,
,,146,,,,,4395,,0.06706643849611282,,,,
,,146,,,,,4399,,0.060157906264066696,,,,
,,146,,,,,4403,,0.07007883489131927,,,,
,,146,,,,,4407,,0.06419926881790161,,,,
,,146,,,,,4409,0.06375792622566223,,,,,
,,147,,,,,4411,,0.06291793286800385,,,,
,,147,,,,,4415,,0.057450249791145325,,,,
,,147,,,,,4419,,0.05931759998202324,,,,
,,147,,,,,4423,,0.06249576807022095,,,,
,,147,,,,,4427,,0.06374667584896088,,,,
,,147,,,,,4431,,0.058694664388895035,,,,
,,147,,,,,4435,,0.066520556807518,,,,
,,147,,,,,4439,,0.06240793317556381,,,,
,,147,,,,,4439,0.06324253976345062,,,,,
,,148,,,,,4443,,0.06659995764493942,,,,
,,148,,,,,4447,,0.06321842223405838,,,,
,,148,,,,,4451,,0.060915399342775345,,,,
,,148,,,,,4455,,0.06902562826871872,,,,
,,148,,,,,4459,,0.06054198369383812,,,,
,,148,,,,,4463,,0.061776332557201385,,,,
,,148,,,,,4467,,0.06462939828634262,,,,
,,148,,,,,4469,0.0631420686841011,,,,,
,,149,,,,,4471,,0.06400538980960846,,,,
,,149,,,,,4475,,0.05343707650899887,,,,
,,149,,,,,4479,,0.06498707830905914,,,,
,,149,,,,,4483,,0.05913852900266647,,,,
,,149,,,,,4487,,0.06846025586128235,,,,
,,149,,,,,4491,,0.061605386435985565,,,,
,,149,,,,,4495,,0.0672672912478447,,,,
,,149,,,,,4499,,0.060857970267534256,,,,
0.6967098116874695,0.754462480545044,149,0.6993417143821716,0.7259840369224548,0.7089129686355591,0.6566574573516846,4499,,,0.9708495140075684,0.9750127196311951,0.7552125453948975,0.9521341323852539
,,149,,,,,4499,0.06300696730613708,,,,,
,,150,,,,,4503,,0.056644536554813385,,,,
,,150,,,,,4507,,0.05398223176598549,,,,
,,150,,,,,4511,,0.06899404525756836,,,,
,,150,,,,,4515,,0.07143712043762207,,,,
,,150,,,,,4519,,0.05424090102314949,,,,
,,150,,,,,4523,,0.07477384060621262,,,,
,,150,,,,,4527,,0.059415675699710846,,,,
,,150,,,,,4529,0.062331024557352066,,,,,
,,151,,,,,4531,,0.05612126365303993,,,,
,,151,,,,,4535,,0.06684340536594391,,,,
,,151,,,,,4539,,0.06360501050949097,,,,
,,151,,,,,4543,,0.059239428490400314,,,,
,,151,,,,,4547,,0.06994011998176575,,,,
,,151,,,,,4551,,0.06499575823545456,,,,
,,151,,,,,4555,,0.07346830517053604,,,,
,,151,,,,,4559,,0.05768147110939026,,,,
,,151,,,,,4559,0.062335025519132614,,,,,
,,152,,,,,4563,,0.0625789538025856,,,,
,,152,,,,,4567,,0.07180331647396088,,,,
