ego2exo_val_f1,ego2exo_val_map10,epoch,exo2ego_val_f1,exo2ego_val_map10,regular_f1,regular_map10,step,train_loss_epoch,train_loss_step,train_score,train_tau,val_score,val_tau
,,0,,,,,3,,1.7346234321594238,,,,
,,0,,,,,7,,1.5706294775009155,,,,
,,0,,,,,11,,1.4540685415267944,,,,
,,0,,,,,15,,1.3400750160217285,,,,
,,0,,,,,19,,1.2802934646606445,,,,
,,0,,,,,23,,1.2120369672775269,,,,
,,0,,,,,27,,1.1383633613586426,,,,
,,0,,,,,29,1.4164478778839111,,,,,
,,1,,,,,31,,1.0763872861862183,,,,
,,1,,,,,35,,1.0447889566421509,,,,
,,1,,,,,39,,0.9952167272567749,,,,
,,1,,,,,43,,0.9585962295532227,,,,
,,1,,,,,47,,0.9149528741836548,,,,
,,1,,,,,51,,0.8831870555877686,,,,
,,1,,,,,55,,0.8672302961349487,,,,
,,1,,,,,59,,0.8360083699226379,,,,
,,1,,,,,59,0.954869270324707,,,,,
,,2,,,,,63,,0.7897389531135559,,,,
,,2,,,,,67,,0.7758547067642212,,,,
,,2,,,,,71,,0.7565045952796936,,,,
,,2,,,,,75,,0.7291395664215088,,,,
,,2,,,,,79,,0.7173857688903809,,,,
,,2,,,,,83,,0.6979992985725403,,,,
,,2,,,,,87,,0.6868348717689514,,,,
,,2,,,,,89,0.7417841553688049,,,,,
,,3,,,,,91,,0.6853827834129333,,,,
,,3,,,,,95,,0.6357982158660889,,,,
,,3,,,,,99,,0.6318051218986511,,,,
,,3,,,,,103,,0.6236371397972107,,,,
,,3,,,,,107,,0.608055830001831,,,,
,,3,,,,,111,,0.6053170561790466,,,,
,,3,,,,,115,,0.6094921231269836,,,,
,,3,,,,,119,,0.5623366832733154,,,,
,,3,,,,,119,0.6183201670646667,,,,,
,,4,,,,,123,,0.5696309804916382,,,,
,,4,,,,,127,,0.5468204617500305,,,,
,,4,,,,,131,,0.5450254082679749,,,,
,,4,,,,,135,,0.5322688817977905,,,,
,,4,,,,,139,,0.521249532699585,,,,
,,4,,,,,143,,0.5090566873550415,,,,
,,4,,,,,147,,0.49609053134918213,,,,
,,4,,,,,149,0.5298488140106201,,,,,
,,5,,,,,151,,0.49152103066444397,,,,
,,5,,,,,155,,0.47630834579467773,,,,
,,5,,,,,159,,0.4749142527580261,,,,
,,5,,,,,163,,0.4632107615470886,,,,
,,5,,,,,167,,0.4581111967563629,,,,
,,5,,,,,171,,0.46680131554603577,,,,
,,5,,,,,175,,0.46422165632247925,,,,
,,5,,,,,179,,0.4510765075683594,,,,
,,5,,,,,179,0.4665422737598419,,,,,
,,6,,,,,183,,0.4240818917751312,,,,
,,6,,,,,187,,0.4172426462173462,,,,
,,6,,,,,191,,0.42786720395088196,,,,
,,6,,,,,195,,0.41519618034362793,,,,
,,6,,,,,199,,0.40169814229011536,,,,
,,6,,,,,203,,0.3926137685775757,,,,
,,6,,,,,207,,0.38383376598358154,,,,
,,6,,,,,209,0.4129619598388672,,,,,
,,7,,,,,211,,0.3959842324256897,,,,
,,7,,,,,215,,0.3810215890407562,,,,
,,7,,,,,219,,0.37161824107170105,,,,
,,7,,,,,223,,0.3716071546077728,,,,
,,7,,,,,227,,0.38151586055755615,,,,
,,7,,,,,231,,0.36835721135139465,,,,
,,7,,,,,235,,0.3619536757469177,,,,
,,7,,,,,239,,0.35249584913253784,,,,
